inscription_id,source_corpus,provenance_source_url,site_find_place,region,object_type,support_material,classification,formula_class,inscription_length,line_count,sign_count,word_count,sign_inventory_used,estimated_date_period,find_context,libation_formula_candidate,accounting_candidate,ideogram_presence,numeral_presence,damage_unreadability_level,confidence_provenance_notes
HT 108,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20108/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,27,9,27,27,AB02 AB06 AB07 AB27 AB30 AB37 AB51 AB58 AB59 AB65 AB67 AB76 DI DU GRA H KI NA NI RE RO SU TA VIR [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0370,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 109,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20109/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,12,6,12,12,A AB02 AB08 AB27 AB59 AB60 AB65 AB81 JU KU RA RO,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 10A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2010a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,17,7,17,17,A305 A325 AB01 AB10 AB13 AB17 AB26 AB27 AB30 AB31 AB53 AB58 AB80 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 10B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2010b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,15,6,15,15,A312 AB01 AB06 AB10 AB26 AB27 AB31 AB37 AB53 AB59 AB77,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 11,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,24,10,24,24,A DE I JA KA KU NA NU QE RA RA2 RI RO RU SA SU TA2 VIR ZU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 110,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,12,6,12,12,*400VAS DU FIC KU MI PA RI RO SI ]FIC,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 110A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20110a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,9,3,9,9,AB02 AB03 AB34 AB41 AB51 AB73 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 110B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20110b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,AB02,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 111,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,10,5,10,10,DI KA QA RU SA ]FIC ]QE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 112,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,OVISF[ PA ]TU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 112A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20112a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB03 AB69,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 113,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20113/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,10,4,10,10,AB31 AB40 AB45 AB53 AB60 DE[ RA RI SA ]WI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 113 TER,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20113%20ter/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB73 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.5000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 114,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,12,8,12,12,BOSM FIC GRA KI OLE RA2 RI SA TA2 VINA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 114A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20114a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,5,2,5,5,AB31 AB53 AB66 AB67 AB76,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 115,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,48,15,48,48,*22M A DU GRA I JA KA KU MA MI NA NE NU PA PA3 PO QIF RA RI RU SE TA TA[ TI TU WI ]RU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 115A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20115a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,27,7,27,27,A718 AB03 AB06 AB08 AB09 AB11 AB21F AB24 AB26 AB40 AB47 AB53 AB55 AB56 AB57 AB59 AB60 AB69 AB73 AB77 AB80 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 115B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20115b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,24,9,24,24,A306 AB03 AB06 AB08 AB24 AB26 AB28 AB37 AB40 AB51 AB55 AB56 AB57 AB59 AB60 AB69 AB80 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0833,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 116,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,20,8,20,20,JA KI KU MA NE NU PA PI PU QA RA2 RO SE SI TA TE U,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 116A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20116a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,17,6,17,17,AB02 AB03 AB04 AB10 AB16 AB24 AB34 AB39 AB41 AB50 AB55 AB57 AB59 AB67 AB76 AB80 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 116B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20116b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,AB02 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 117,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,70,21,70,70,DA DI I JA JU KA KI KO KU MA MI MU NA NE NU PA3 QIF RA RE RI RO RU SA SE SI SU TA TE TI TU U,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 117A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20117a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,61,20,61,61,AB01 AB02 AB04 AB06 AB07 AB10 AB23 AB24 AB26 AB27 AB28 AB31 AB37 AB41 AB53 AB55 AB56 AB58 AB59 AB60 AB65 AB67 AB69 AB70 AB73 AB77 AB80 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 117B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20117b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,9,3,9,9,AB07 AB09 AB21F AB24 AB27 AB65 AB67 AB69 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 118,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20118/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,29,11,29,29,A AB02 AB07 AB08 AB16 AB26 AB53 AB58 AB80 AB81 DI I KU MA QA RI RO RU SU SUS [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0345,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 119,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20119/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,29,12,29,29,A306 A327 A345 AB02 AB06 AB41 AB53 AB56 AB57 AB65 AB69 AB70 AB73 AB81 JA KO KU MI NA PA3 RI RO SI TU VIR,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 11A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2011a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,16,6,16,16,A322 AB02 AB06 AB08 AB100 AB26 AB28 AB53 AB57 AB58 AB60 AB77 AB81 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0625,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 11B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2011b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,13,6,13,13,AB02 AB06 AB26 AB31 AB45 AB53 AB55 AB76 AB78 AB79 AB81 AB86,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 12,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2012/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,30,11,30,30,AB01 AB04 AB16 AB24 AB28 AB37 AB69 AB78 DA DI FIC I MA NE OLE PU QA QE RE RU TE TI TU [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0667,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 120,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20120/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,39,14,39,39,AB01 AB03 AB05 AB06 AB10 AB13 AB27 AB28 AB49 AB59 AB60 AB67 AB78 B DA GRA I K KI L2 ME NA PA QE RA RE TA TO U,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 121,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20121/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,18,10,18,18,AB31 AB53 AB66 AB67 AB76 BOSM DI FIC GRA KI OLE QE RA2 RI SA TA2 VINA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 122,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,54,19,54,54,DA DE DI I JA JE JU KI KU MI NE NU PA PA3 PO QA RA RE RI RO RU SI TA TA2 TE TO U ZA ]A ]RA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 122A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20122a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,43,18,43,43,A306 A310 A324 AB01 AB02 AB03 AB04 AB07 AB10 AB118 AB16 AB17 AB24 AB27 AB28 AB41 AB45 AB51 AB53 AB55 AB56 AB57 AB60 AB67 AB69 AB73 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 122B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20122b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,22,7,22,22,A306 AB01 AB02 AB05 AB07 AB08 AB10 AB11 AB16 AB17 AB26 AB27 AB45 AB46 AB60 AB65 AB66 AB67 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 123 124,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,31,13,31,31,DA DI DU I KA KI KU MA NA OLIV PA PI PU RO RU SA TA TI TU VINA ]SI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 123A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20123a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,14,7,14,14,A308 AB01 AB02 AB131A AB26 AB28 AB31 AB50 AB59 AB67 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 123B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20123b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,23,10,23,23,AB01 AB02 AB06 AB07 AB188 AB28 AB31 AB37 AB39 AB41 AB51 AB59 AB67 AB69 AB77 AB80 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 125,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,administrative,commodity_accounting,16,9,16,16,F FIC GRA KI MI OLE PA RA2 RE TA2 U ]OLE ]SA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,1,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 126,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,8,4,8,8,DA DI JA NA OVISF[ SI TWE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 126A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20126a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,13,6,13,13,AB01 AB06 AB07 AB08 AB10 AB39 AB41 AB49 AB57 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0769,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 127,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,12,5,12,12,*313C DA KI KU KU[ ME MI NE PA RO VIR ]DU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 127A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20127a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,a_series_sequence,7,2,7,7,A629 AB01 AB24 AB47 AB51 AB73 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 127B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20127b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,AB02 AB24 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 128,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,19,7,19,19,GRA KU MA ME NU PA RA RE RI RU SE TA TU WA ]MI,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 128A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20128a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,17,7,17,17,A579 AB03 AB07 AB09 AB13 AB26 AB27 AB53 AB54 AB56 AB59 AB60 AB69 AB73 AB80,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 128B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20128b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,4,2,4,4,A329 AB100 AB26 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.2500,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 129,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20129/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,20,8,20,20,AB06 AB21F AB26 AB53 AB66 AB69 DI FIC GRA KI NA OLE QIF RE RI TA2 TU ]OLE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 13,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%2013/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,45,17,45,45,AB01 AB02 AB04 AB10 AB118 AB17 AB24 AB27 AB28 AB30 AB41 AB45 AB51 AB59 AB67 AB69 AB77 AB79 AB81 DA DE DU I KA KI KU NE NI RE RO SI TA TE TU U VINA ZA ZU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 130,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20130/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,8,6,8,8,AB02 AB31 AB76 FIC RA2 SA VINA,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 131,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,11,6,11,11,GRA I KU PO QA RO SA TO VINA ]FIC ]OLIV,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 131A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20131a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,3,1,3,3,AB118 AB16 AB28,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 131B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20131b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,4,1,4,4,AB02 AB05 AB11 AB81,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 132,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20132/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,11,5,11,11,A AB05 AB08 AB09 AB16 AB27 OVISF QA RE SE TO,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 133,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20133/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,7,3,7,7,A AB08 AB51 DA DU GRA TE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 135,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,10,4,10,10,KA[ MI NA NE NE[ QIF TU,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 135A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20135a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,11,5,11,11,AB06 AB21F AB24 AB69 AB73 AB77,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 135B,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20135b/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,unclassified,4,1,4,4,AB24 AB34? AB59 [?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.2500,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 136,local_merged_sigla_younger_internal,https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,1,1,1,1,]OVISF,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 136A,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20136a/index-word.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,2,1,2,2,[?],Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,0,0,1.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
HT 137,local_merged_sigla_younger_internal,http://sigla.phis.me/document/HT%20137/index-word.html; https://web.archive.org/web/20190416193018/http://www.people.ku.edu/~jyounger/LinearA/HTtexts.html,HT,crete_central,administrative_tablet_like,clay_or_object_unknown,unknown,short_mark_or_label,3,2,3,3,AB66 MI OLE,Bronze_Age_Linear_A_period_unverified,requires_source_metadata_review,0,0,1,0,0.0000,Inferred from artifact ID and normalized sequence; needs expert metadata enrichment.
